custom_id,grade_method,grade_primary,scale_error,grader_verdict
fb-03282-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-03282-oracle--haiku,numeric_parser,correct,False,
fb-03282-oracle--opus,numeric_parser,correct,False,
fb-03282-oracle--sonnet,numeric_parser,correct,False,
fb-03282-para--haiku,numeric_parser,correct,False,
fb-03282-para--opus,numeric_parser,correct,False,
fb-03282-para--sonnet,numeric_parser,correct,False,
fb-03471-para--haiku,numeric_parser,correct,False,
fb-03471-para--opus,numeric_parser,correct,False,
fb-03471-para--sonnet,numeric_parser,correct,False,
fb-03473-para--haiku,numeric_parser,correct,False,
fb-03473-para--opus,numeric_parser,correct,False,
fb-03473-para--sonnet,numeric_parser,correct,False,
fb-03531-closedbook--haiku,refusal,refused,False,
fb-03531-closedbook--opus,numeric_parser,correct,False,
fb-03531-closedbook--sonnet,numeric_parser,correct,False,
fb-03531-oracle--haiku,numeric_parser,correct,False,
fb-03531-oracle--opus,numeric_parser,correct,False,
fb-03531-oracle--sonnet,numeric_parser,correct,False,
fb-03531-para--haiku,numeric_parser,correct,False,
fb-03531-para--opus,numeric_parser,correct,False,
fb-03531-para--sonnet,numeric_parser,correct,False,
fb-03620-closedbook--haiku,numeric_parser,incorrect,True,incorrect
fb-03620-closedbook--opus,numeric_parser,correct,False,
fb-03620-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-03620-oracle--haiku,numeric_parser,correct,False,
fb-03620-oracle--opus,numeric_parser,correct,False,
fb-03620-oracle--sonnet,numeric_parser,correct,False,
fb-03620-para--haiku,numeric_parser,incorrect,False,incorrect
fb-03620-para--opus,numeric_parser,correct,False,
fb-03620-para--sonnet,numeric_parser,correct,False,
fb-03718-closedbook--haiku,refusal,refused,False,
fb-03718-closedbook--opus,numeric_parser,correct,False,
fb-03718-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-03718-oracle--haiku,numeric_parser,correct,False,
fb-03718-oracle--opus,numeric_parser,correct,False,
fb-03718-oracle--sonnet,numeric_parser,correct,False,
fb-03718-para--haiku,numeric_parser,correct,False,
fb-03718-para--opus,numeric_parser,correct,False,
fb-03718-para--sonnet,numeric_parser,correct,False,
fb-03838-para--haiku,numeric_parser,correct,False,
fb-03838-para--opus,numeric_parser,correct,False,
fb-03838-para--sonnet,numeric_parser,correct,False,
fb-03849-closedbook--haiku,refusal,refused,False,
fb-03849-closedbook--opus,numeric_parser,correct,False,
fb-03849-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-03849-oracle--haiku,numeric_parser,correct,False,
fb-03849-oracle--opus,numeric_parser,correct,False,
fb-03849-oracle--sonnet,numeric_parser,correct,False,
fb-03849-para--haiku,numeric_parser,correct,False,
fb-03849-para--opus,numeric_parser,correct,False,
fb-03849-para--sonnet,numeric_parser,correct,False,
fb-03856-para--haiku,numeric_parser,correct,False,
fb-03856-para--opus,numeric_parser,correct,False,
fb-03856-para--sonnet,numeric_parser,correct,False,
fb-03882-para--haiku,numeric_parser,correct,False,
fb-03882-para--sonnet,numeric_parser,correct,False,
fb-04080-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-04080-closedbook--opus,numeric_parser,correct,False,
fb-04080-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-04080-oracle--haiku,numeric_parser,correct,False,
fb-04080-oracle--opus,numeric_parser,correct,False,
fb-04080-oracle--sonnet,numeric_parser,correct,False,
fb-04080-para--haiku,numeric_parser,correct,False,
fb-04080-para--opus,numeric_parser,correct,False,
fb-04080-para--sonnet,numeric_parser,correct,False,
fb-04103-para--haiku,numeric_parser,incorrect,False,incorrect
fb-04103-para--opus,numeric_parser,correct,False,
fb-04103-para--sonnet,numeric_parser,correct,False,
fb-04171-closedbook--haiku,refusal,refused,False,
fb-04171-closedbook--opus,refusal,refused,False,
fb-04171-closedbook--sonnet,refusal,refused,False,
fb-04171-oracle--haiku,numeric_parser,correct,False,
fb-04171-oracle--opus,numeric_parser,correct,False,
fb-04171-oracle--sonnet,numeric_parser,correct,False,
fb-04171-para--haiku,numeric_parser,correct,False,
fb-04171-para--opus,numeric_parser,correct,False,
fb-04171-para--sonnet,numeric_parser,correct,False,
fb-04209-para--haiku,numeric_parser,correct,False,
fb-04209-para--opus,numeric_parser,correct,False,
fb-04209-para--sonnet,numeric_parser,correct,False,
fb-04254-para--haiku,numeric_parser,correct,False,
fb-04254-para--opus,numeric_parser,correct,False,
fb-04254-para--sonnet,numeric_parser,correct,False,
fb-04302-closedbook--haiku,numeric_parser,correct,False,
fb-04302-closedbook--opus,numeric_parser,correct,False,
fb-04302-closedbook--sonnet,numeric_parser,correct,False,
fb-04302-oracle--haiku,numeric_parser,correct,False,
fb-04302-oracle--opus,numeric_parser,correct,False,
fb-04302-oracle--sonnet,numeric_parser,correct,False,
fb-04302-para--haiku,numeric_parser,correct,False,
fb-04302-para--opus,numeric_parser,correct,False,
fb-04302-para--sonnet,numeric_parser,correct,False,
fb-04412-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-04412-closedbook--opus,numeric_parser,correct,False,
fb-04412-closedbook--sonnet,numeric_parser,correct,False,
fb-04412-oracle--haiku,numeric_parser,correct,False,
fb-04412-oracle--opus,numeric_parser,correct,False,
fb-04412-oracle--sonnet,numeric_parser,correct,False,
fb-04412-para--haiku,numeric_parser,correct,False,
fb-04412-para--opus,numeric_parser,correct,False,
fb-04412-para--sonnet,numeric_parser,correct,False,
fb-04417-para--haiku,numeric_parser,correct,False,
fb-04417-para--opus,numeric_parser,correct,False,
fb-04417-para--sonnet,numeric_parser,correct,False,
fb-04458-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-04458-closedbook--opus,numeric_parser,correct,False,
fb-04458-closedbook--sonnet,refusal,refused,False,
fb-04458-oracle--haiku,numeric_parser,incorrect,False,incorrect
fb-04458-oracle--opus,numeric_parser,correct,False,
fb-04458-oracle--sonnet,numeric_parser,correct,False,
fb-04458-para--haiku,numeric_parser,incorrect,False,incorrect
fb-04458-para--opus,numeric_parser,correct,False,
fb-04458-para--sonnet,numeric_parser,correct,False,
fb-04481-closedbook--haiku,refusal,refused,False,
fb-04481-closedbook--opus,numeric_parser,correct,False,
fb-04481-closedbook--sonnet,numeric_parser,correct,False,
fb-04481-oracle--haiku,numeric_parser,correct,False,
fb-04481-oracle--opus,numeric_parser,correct,False,
fb-04481-oracle--sonnet,numeric_parser,correct,False,
fb-04481-para--haiku,numeric_parser,correct,False,
fb-04481-para--opus,numeric_parser,correct,False,
fb-04481-para--sonnet,numeric_parser,correct,False,
fb-04660-para--haiku,numeric_parser,correct,False,
fb-04660-para--opus,numeric_parser,incorrect,False,incorrect
fb-04660-para--sonnet,numeric_parser,correct,False,
fb-04700-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-04700-closedbook--opus,numeric_parser,correct,False,
fb-04700-closedbook--sonnet,refusal,refused,False,
fb-04700-oracle--haiku,numeric_parser,correct,False,
fb-04700-oracle--opus,numeric_parser,correct,False,
fb-04700-oracle--sonnet,numeric_parser,correct,False,
fb-04700-para--haiku,numeric_parser,correct,False,
fb-04700-para--opus,numeric_parser,correct,False,
fb-04700-para--sonnet,numeric_parser,correct,False,
fb-04735-para--haiku,numeric_parser,correct,False,
fb-04735-para--opus,numeric_parser,correct,False,
fb-04735-para--sonnet,numeric_parser,correct,False,
fb-04784-closedbook--haiku,refusal,refused,False,
fb-04784-closedbook--opus,numeric_parser,correct,False,
fb-04784-closedbook--sonnet,numeric_parser,correct,False,
fb-04784-oracle--haiku,numeric_parser,correct,False,
fb-04784-oracle--opus,numeric_parser,correct,False,
fb-04784-oracle--sonnet,numeric_parser,correct,False,
fb-04784-para--haiku,numeric_parser,correct,False,
fb-04784-para--opus,numeric_parser,correct,False,
fb-04784-para--sonnet,numeric_parser,correct,False,
fb-04854-para--haiku,numeric_parser,correct,False,
fb-04854-para--opus,numeric_parser,correct,False,
fb-04854-para--sonnet,numeric_parser,correct,False,
fb-04980-closedbook--haiku,refusal,refused,False,
fb-04980-closedbook--opus,numeric_parser,correct,False,
fb-04980-closedbook--sonnet,numeric_parser,correct,False,
fb-04980-oracle--haiku,numeric_parser,correct,False,
fb-04980-oracle--opus,numeric_parser,correct,False,
fb-04980-oracle--sonnet,numeric_parser,correct,False,
fb-04980-para--haiku,numeric_parser,correct,False,
fb-04980-para--opus,numeric_parser,correct,False,
fb-04980-para--sonnet,numeric_parser,correct,False,
fb-05718-para--haiku,numeric_parser,incorrect,False,incorrect
fb-05718-para--opus,numeric_parser,incorrect,False,incorrect
fb-05718-para--sonnet,numeric_parser,incorrect,False,incorrect
fb-05915-para--haiku,numeric_parser,correct,False,
fb-05915-para--opus,numeric_parser,correct,False,
fb-05915-para--sonnet,numeric_parser,correct,False,
fb-06247-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-06247-closedbook--opus,numeric_parser,correct,False,
fb-06247-closedbook--sonnet,numeric_parser,correct,False,
fb-06247-oracle--haiku,numeric_parser,correct,False,
fb-06247-oracle--opus,numeric_parser,correct,False,
fb-06247-oracle--sonnet,numeric_parser,correct,False,
fb-06247-para--haiku,numeric_parser,correct,False,
fb-06247-para--opus,numeric_parser,correct,False,
fb-06247-para--sonnet,numeric_parser,correct,False,
fb-06272-para--haiku,numeric_parser,correct,False,
fb-06272-para--opus,numeric_parser,correct,False,
fb-06272-para--sonnet,numeric_parser,correct,False,
fb-06655-para--haiku,numeric_parser,correct,False,
fb-06655-para--opus,numeric_parser,correct,False,
fb-06655-para--sonnet,numeric_parser,correct,False,
fb-06741-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-06741-closedbook--opus,numeric_parser,correct,False,
fb-06741-closedbook--sonnet,numeric_parser,correct,False,
fb-06741-oracle--haiku,numeric_parser,correct,False,
fb-06741-oracle--opus,numeric_parser,correct,False,
fb-06741-oracle--sonnet,numeric_parser,correct,False,
fb-06741-para--haiku,numeric_parser,correct,False,
fb-06741-para--opus,numeric_parser,correct,False,
fb-06741-para--sonnet,numeric_parser,correct,False,
fb-07507-para--haiku,numeric_parser,correct,False,
fb-07507-para--opus,numeric_parser,correct,False,
fb-07507-para--sonnet,numeric_parser,correct,False,
fb-07661-para--haiku,numeric_parser,correct,False,
fb-07661-para--opus,numeric_parser,correct,False,
fb-07661-para--sonnet,numeric_parser,correct,False,
fb-07966-para--haiku,numeric_parser,correct,False,
fb-07966-para--opus,numeric_parser,correct,False,
fb-07966-para--sonnet,numeric_parser,correct,False,
fb-08135-para--haiku,numeric_parser,correct,False,
fb-08135-para--opus,numeric_parser,correct,False,
fb-08135-para--sonnet,numeric_parser,correct,False,
fb-08286-para--haiku,numeric_parser,correct,False,
fb-08286-para--opus,numeric_parser,correct,False,
fb-08286-para--sonnet,numeric_parser,correct,False,
fb-09724-para--haiku,numeric_parser,correct,False,
fb-09724-para--opus,numeric_parser,correct,False,
fb-09724-para--sonnet,numeric_parser,correct,False,
fb-10130-para--haiku,numeric_parser,correct,False,
fb-10130-para--opus,numeric_parser,correct,False,
fb-10130-para--sonnet,numeric_parser,correct,False,
fb-10136-para--haiku,numeric_parser,correct,False,
fb-10136-para--opus,numeric_parser,correct,False,
fb-10136-para--sonnet,numeric_parser,correct,False,
fb-10285-para--haiku,numeric_parser,correct,False,
fb-10285-para--opus,numeric_parser,correct,False,
fb-10285-para--sonnet,numeric_parser,correct,False,
fb-10420-para--haiku,numeric_parser,correct,False,
fb-10420-para--opus,numeric_parser,incorrect,False,incorrect
fb-10420-para--sonnet,numeric_parser,correct,False,
fb-10499-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-10499-closedbook--opus,numeric_parser,correct,False,
fb-10499-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-10499-oracle--opus,numeric_parser,correct,False,
fb-10499-para--haiku,numeric_parser,correct,False,
fb-10499-para--opus,numeric_parser,correct,False,
fb-10499-para--sonnet,numeric_parser,correct,False,
fb-00005-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00005-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00005-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00005-oracle--haiku,ai_grader,incorrect,False,incorrect
fb-00005-oracle--opus,ai_grader,incorrect,False,incorrect
fb-00005-oracle--sonnet,ai_grader,incorrect,False,incorrect
fb-00070-closedbook--haiku,refusal,refused,False,
fb-00070-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00070-closedbook--sonnet,ai_grader,correct,False,correct
fb-00070-oracle--haiku,ai_grader,correct,False,correct
fb-00070-oracle--opus,ai_grader,correct,False,correct
fb-00070-oracle--sonnet,ai_grader,correct,False,correct
fb-00206-closedbook--haiku,ai_grader,correct,False,correct
fb-00206-closedbook--opus,ai_grader,correct,False,correct
fb-00206-closedbook--sonnet,ai_grader,correct,False,correct
fb-00206-oracle--haiku,refusal,refused,False,
fb-00206-oracle--opus,ai_grader,correct,False,correct
fb-00206-oracle--sonnet,ai_grader,correct,False,correct
fb-00222-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00222-closedbook--opus,ai_grader,correct,False,correct
fb-00222-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00222-oracle--haiku,ai_grader,correct,False,correct
fb-00222-oracle--opus,ai_grader,correct,False,correct
fb-00222-oracle--sonnet,ai_grader,incorrect,False,incorrect
fb-00288-closedbook--haiku,refusal,refused,False,
fb-00288-closedbook--opus,refusal,refused,False,
fb-00288-closedbook--sonnet,refusal,refused,False,
fb-00288-oracle--haiku,ai_grader,correct,False,correct
fb-00288-oracle--opus,ai_grader,correct,False,correct
fb-00288-oracle--sonnet,ai_grader,correct,False,correct
fb-00299-closedbook--haiku,refusal,refused,False,
fb-00299-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00299-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00299-oracle--haiku,ai_grader,correct,False,correct
fb-00299-oracle--opus,ai_grader,incorrect,False,incorrect
fb-00299-oracle--sonnet,ai_grader,correct,False,correct
fb-00394-closedbook--haiku,ai_grader,correct,False,correct
fb-00394-closedbook--opus,ai_grader,correct,False,correct
fb-00394-closedbook--sonnet,ai_grader,correct,False,correct
fb-00394-oracle--haiku,ai_grader,correct,False,correct
fb-00394-oracle--opus,ai_grader,correct,False,correct
fb-00394-oracle--sonnet,ai_grader,correct,False,correct
fb-00438-closedbook--haiku,refusal,refused,False,
fb-00438-closedbook--opus,ai_grader,correct,False,correct
fb-00438-closedbook--sonnet,ai_grader,correct,False,correct
fb-00438-oracle--haiku,ai_grader,correct,False,correct
fb-00438-oracle--opus,ai_grader,correct,False,correct
fb-00438-oracle--sonnet,ai_grader,correct,False,correct
fb-00460-closedbook--haiku,refusal,refused,False,
fb-00460-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00460-closedbook--sonnet,refusal,refused,False,
fb-00460-oracle--haiku,ai_grader,incorrect,False,incorrect
fb-00460-oracle--opus,ai_grader,incorrect,False,incorrect
fb-00460-oracle--sonnet,ai_grader,incorrect,False,incorrect
fb-00464-closedbook--haiku,ai_grader,correct,False,correct
fb-00464-closedbook--opus,ai_grader,correct,False,correct
fb-00464-closedbook--sonnet,ai_grader,correct,False,correct
fb-00464-oracle--haiku,ai_grader,correct,False,correct
fb-00464-oracle--opus,ai_grader,correct,False,correct
fb-00464-oracle--sonnet,ai_grader,correct,False,correct
fb-00476-closedbook--haiku,refusal,refused,False,
fb-00476-closedbook--opus,ai_grader,correct,False,correct
fb-00476-closedbook--sonnet,refusal,refused,False,
fb-00476-oracle--haiku,refusal,refused,False,
fb-00476-oracle--opus,ai_grader,correct,False,correct
fb-00476-oracle--sonnet,refusal,refused,False,
fb-00494-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00494-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00494-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00494-oracle--haiku,ai_grader,correct,False,correct
fb-00494-oracle--opus,ai_grader,correct,False,correct
fb-00494-oracle--sonnet,ai_grader,correct,False,correct
fb-00499-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00499-closedbook--opus,ai_grader,correct,False,correct
fb-00499-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00499-oracle--haiku,ai_grader,incorrect,False,incorrect
fb-00499-oracle--opus,ai_grader,correct,False,correct
fb-00499-oracle--sonnet,ai_grader,correct,False,correct
fb-00499-para--haiku,ai_grader,incorrect,False,incorrect
fb-00499-para--opus,ai_grader,correct,False,correct
fb-00499-para--sonnet,ai_grader,correct,False,correct
fb-00517-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00517-closedbook--opus,ai_grader,correct,False,correct
fb-00517-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00517-oracle--haiku,ai_grader,correct,False,correct
fb-00517-oracle--opus,ai_grader,correct,False,correct
fb-00517-oracle--sonnet,ai_grader,correct,False,correct
fb-00540-closedbook--haiku,refusal,refused,False,
fb-00540-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00540-closedbook--sonnet,refusal,refused,False,
fb-00540-oracle--haiku,ai_grader,incorrect,False,incorrect
fb-00540-oracle--opus,ai_grader,incorrect,False,incorrect
fb-00540-oracle--sonnet,ai_grader,incorrect,False,incorrect
fb-00563-closedbook--haiku,ai_grader,correct,False,correct
fb-00563-closedbook--opus,ai_grader,correct,False,correct
fb-00563-closedbook--sonnet,ai_grader,correct,False,correct
fb-00563-oracle--haiku,ai_grader,correct,False,correct
fb-00563-oracle--opus,ai_grader,correct,False,correct
fb-00563-oracle--sonnet,ai_grader,correct,False,correct
fb-00585-closedbook--haiku,refusal,refused,False,
fb-00585-closedbook--opus,ai_grader,correct,False,correct
fb-00585-closedbook--sonnet,refusal,refused,False,
fb-00585-oracle--haiku,ai_grader,correct,False,correct
fb-00585-oracle--opus,ai_grader,correct,False,correct
fb-00585-oracle--sonnet,ai_grader,correct,False,correct
fb-00591-closedbook--haiku,refusal,refused,False,
fb-00591-closedbook--opus,ai_grader,correct,False,correct
fb-00591-closedbook--sonnet,ai_grader,correct,False,correct
fb-00591-oracle--haiku,ai_grader,correct,False,correct
fb-00591-oracle--opus,ai_grader,correct,False,correct
fb-00591-oracle--sonnet,ai_grader,correct,False,correct
fb-00651-closedbook--haiku,refusal,refused,False,
fb-00651-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00651-closedbook--sonnet,ai_grader,correct,False,correct
fb-00651-oracle--haiku,ai_grader,correct,False,correct
fb-00651-oracle--opus,ai_grader,correct,False,correct
fb-00651-oracle--sonnet,ai_grader,correct,False,correct
fb-00669-closedbook--haiku,refusal,refused,False,
fb-00669-closedbook--opus,ai_grader,correct,False,correct
fb-00669-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00669-oracle--haiku,ai_grader,correct,False,correct
fb-00669-oracle--opus,ai_grader,correct,False,correct
fb-00669-oracle--sonnet,ai_grader,correct,False,correct
fb-00678-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00678-closedbook--opus,ai_grader,correct,False,correct
fb-00678-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00678-oracle--haiku,ai_grader,correct,False,correct
fb-00678-oracle--opus,ai_grader,correct,False,correct
fb-00678-oracle--sonnet,ai_grader,correct,False,correct
fb-00684-closedbook--haiku,refusal,refused,False,
fb-00684-closedbook--opus,ai_grader,correct,False,correct
fb-00684-closedbook--sonnet,refusal,refused,False,
fb-00684-oracle--haiku,ai_grader,correct,False,correct
fb-00684-oracle--opus,ai_grader,correct,False,correct
fb-00684-oracle--sonnet,ai_grader,correct,False,correct
fb-00685-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00685-closedbook--opus,ai_grader,correct,False,correct
fb-00685-closedbook--sonnet,ai_grader,correct,False,correct
fb-00685-oracle--haiku,ai_grader,correct,False,correct
fb-00685-oracle--opus,ai_grader,correct,False,correct
fb-00685-oracle--sonnet,ai_grader,correct,False,correct
fb-00711-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00711-closedbook--opus,ai_grader,correct,False,correct
fb-00711-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00711-oracle--haiku,ai_grader,correct,False,correct
fb-00711-oracle--opus,ai_grader,correct,False,correct
fb-00711-oracle--sonnet,ai_grader,correct,False,correct
fb-00720-closedbook--haiku,ai_grader,correct,False,correct
fb-00720-closedbook--opus,ai_grader,correct,False,correct
fb-00720-closedbook--sonnet,ai_grader,correct,False,correct
fb-00720-oracle--haiku,ai_grader,correct,False,correct
fb-00720-oracle--opus,ai_grader,correct,False,correct
fb-00720-oracle--sonnet,ai_grader,correct,False,correct
fb-00723-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00723-closedbook--opus,ai_grader,correct,False,correct
fb-00723-closedbook--sonnet,ai_grader,correct,False,correct
fb-00723-oracle--haiku,ai_grader,correct,False,correct
fb-00723-oracle--opus,ai_grader,correct,False,correct
fb-00723-oracle--sonnet,ai_grader,correct,False,correct
fb-00757-closedbook--haiku,ai_grader,correct,False,correct
fb-00757-closedbook--opus,ai_grader,correct,False,correct
fb-00757-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00757-oracle--haiku,ai_grader,correct,False,correct
fb-00757-oracle--opus,ai_grader,correct,False,correct
fb-00757-oracle--sonnet,ai_grader,correct,False,correct
fb-00790-closedbook--haiku,ai_grader,correct,False,correct
fb-00790-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00790-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00790-oracle--haiku,ai_grader,incorrect,False,incorrect
fb-00790-oracle--opus,ai_grader,incorrect,False,incorrect
fb-00790-oracle--sonnet,ai_grader,incorrect,False,incorrect
fb-00799-closedbook--haiku,refusal,refused,False,
fb-00799-closedbook--opus,refusal,refused,False,
fb-00799-closedbook--sonnet,refusal,refused,False,
fb-00799-oracle--haiku,ai_grader,correct,False,correct
fb-00799-oracle--opus,ai_grader,correct,False,correct
fb-00799-oracle--sonnet,ai_grader,incorrect,False,incorrect
fb-00807-closedbook--haiku,refusal,refused,False,
fb-00807-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00807-closedbook--sonnet,refusal,refused,False,
fb-00807-oracle--haiku,ai_grader,correct,False,correct
fb-00807-oracle--opus,ai_grader,incorrect,False,incorrect
fb-00807-oracle--sonnet,ai_grader,correct,False,correct
fb-00822-closedbook--haiku,refusal,refused,False,
fb-00822-closedbook--opus,refusal,refused,False,
fb-00822-closedbook--sonnet,refusal,refused,False,
fb-00822-oracle--haiku,ai_grader,correct,False,correct
fb-00822-oracle--opus,ai_grader,correct,False,correct
fb-00822-oracle--sonnet,ai_grader,correct,False,correct
fb-00839-closedbook--haiku,refusal,refused,False,
fb-00839-closedbook--opus,ai_grader,correct,False,correct
fb-00839-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00839-oracle--haiku,ai_grader,correct,False,correct
fb-00839-oracle--opus,ai_grader,correct,False,correct
fb-00839-oracle--sonnet,ai_grader,correct,False,correct
fb-00917-closedbook--haiku,refusal,refused,False,
fb-00917-closedbook--opus,ai_grader,correct,False,correct
fb-00917-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-00917-oracle--haiku,ai_grader,correct,False,correct
fb-00917-oracle--opus,ai_grader,correct,False,correct
fb-00917-oracle--sonnet,ai_grader,correct,False,correct
fb-00941-closedbook--haiku,refusal,refused,False,
fb-00941-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-00941-closedbook--sonnet,refusal,refused,False,
fb-00941-oracle--haiku,ai_grader,correct,False,correct
fb-00941-oracle--opus,ai_grader,correct,False,correct
fb-00941-oracle--sonnet,ai_grader,correct,False,correct
fb-00956-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-00956-closedbook--opus,ai_grader,correct,False,correct
fb-00956-closedbook--sonnet,ai_grader,correct,False,correct
fb-00956-oracle--haiku,ai_grader,correct,False,correct
fb-00956-oracle--opus,ai_grader,correct,False,correct
fb-00956-oracle--sonnet,ai_grader,correct,False,correct
fb-00995-closedbook--haiku,ai_grader,correct,False,correct
fb-00995-closedbook--opus,ai_grader,correct,False,correct
fb-00995-closedbook--sonnet,ai_grader,correct,False,correct
fb-00995-oracle--haiku,ai_grader,correct,False,correct
fb-00995-oracle--opus,ai_grader,correct,False,correct
fb-00995-oracle--sonnet,ai_grader,correct,False,correct
fb-01028-closedbook--haiku,ai_grader,correct,False,correct
fb-01028-closedbook--opus,ai_grader,correct,False,correct
fb-01028-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-01028-oracle--haiku,ai_grader,correct,False,correct
fb-01028-oracle--opus,ai_grader,correct,False,correct
fb-01028-oracle--sonnet,ai_grader,correct,False,correct
fb-01077-closedbook--haiku,refusal,refused,False,
fb-01077-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-01077-closedbook--sonnet,ai_grader,correct,False,correct
fb-01077-oracle--haiku,refusal,refused,False,
fb-01077-oracle--opus,ai_grader,correct,False,correct
fb-01077-oracle--sonnet,ai_grader,correct,False,correct
fb-01079-closedbook--haiku,refusal,refused,False,
fb-01079-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-01079-closedbook--sonnet,refusal,refused,False,
fb-01079-oracle--haiku,refusal,refused,False,
fb-01079-oracle--opus,ai_grader,correct,False,correct
fb-01079-oracle--sonnet,refusal,refused,False,
fb-01091-closedbook--haiku,ai_grader,correct,False,correct
fb-01091-closedbook--opus,ai_grader,correct,False,correct
fb-01091-closedbook--sonnet,ai_grader,correct,False,correct
fb-01091-oracle--haiku,ai_grader,correct,False,correct
fb-01091-oracle--opus,ai_grader,correct,False,correct
fb-01091-oracle--sonnet,ai_grader,correct,False,correct
fb-01107-closedbook--haiku,ai_grader,correct,False,correct
fb-01107-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-01107-closedbook--sonnet,ai_grader,correct,False,correct
fb-01107-oracle--haiku,ai_grader,correct,False,correct
fb-01107-oracle--opus,ai_grader,correct,False,correct
fb-01107-oracle--sonnet,ai_grader,correct,False,correct
fb-01148-closedbook--haiku,ai_grader,correct,False,correct
fb-01148-closedbook--opus,ai_grader,correct,False,correct
fb-01148-closedbook--sonnet,ai_grader,correct,False,correct
fb-01148-oracle--haiku,ai_grader,correct,False,correct
fb-01148-oracle--opus,ai_grader,correct,False,correct
fb-01148-oracle--sonnet,ai_grader,correct,False,correct
fb-01198-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-01198-closedbook--opus,ai_grader,correct,False,correct
fb-01198-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-01198-oracle--haiku,ai_grader,correct,False,correct
fb-01198-oracle--opus,ai_grader,correct,False,correct
fb-01198-oracle--sonnet,ai_grader,correct,False,correct
fb-01226-closedbook--haiku,refusal,refused,False,
fb-01226-closedbook--opus,ai_grader,correct,False,correct
fb-01226-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-01226-oracle--haiku,ai_grader,correct,False,correct
fb-01226-oracle--opus,ai_grader,correct,False,correct
fb-01226-oracle--sonnet,ai_grader,correct,False,correct
fb-01244-closedbook--haiku,ai_grader,correct,False,correct
fb-01244-closedbook--opus,ai_grader,correct,False,correct
fb-01244-closedbook--sonnet,ai_grader,correct,False,correct
fb-01244-oracle--haiku,ai_grader,correct,False,correct
fb-01244-oracle--opus,ai_grader,correct,False,correct
fb-01244-oracle--sonnet,ai_grader,correct,False,correct
fb-01275-closedbook--haiku,ai_grader,correct,False,correct
fb-01275-closedbook--opus,ai_grader,correct,False,correct
fb-01275-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-01275-oracle--haiku,ai_grader,correct,False,correct
