batch_id,custom_id
b0067-opus,fb-02608-para--opus
b0067-opus,fb-03838-para--opus
b0067-opus,fb-07507-para--opus
b0067-opus,fb-04417-para--opus
b0067-opus,fb-01936-para--opus
b0068-opus,fb-03718-para--opus
b0068-opus,fb-00299-para--opus
b0068-opus,fb-03031-oracle--opus
b0068-opus,fb-01028-para--opus
b0068-opus,fb-03718-oracle--opus
b0068-opus,fb-03031-para--opus
b0068-opus,fb-01487-para--opus
b0068-opus,fb-00438-para--opus
b0068-opus,fb-04784-oracle--opus
b0068-opus,fb-04784-para--opus
b0068-opus,fb-03531-oracle--opus
b0068-opus,fb-03531-para--opus
b0069-opus,fb-04700-oracle--opus
b0069-opus,fb-04700-para--opus
b0069-opus,fb-00517-para--opus
b0069-opus,fb-00685-para--opus
b0069-opus,fb-08286-para--opus
b0069-opus,fb-08135-para--opus
b0069-opus,fb-00678-para--opus
b0069-opus,fb-09724-para--opus
b0069-opus,fb-01482-para--opus
b0069-opus,fb-01482-oracle--opus
b0069-opus,fb-00585-para--opus
b0069-opus,fb-00684-para--opus
b0070-opus,fb-04302-oracle--opus
b0070-opus,fb-00669-para--opus
b0070-opus,fb-04302-para--opus
b0070-opus,fb-01930-para--opus
b0070-opus,fb-04412-closedbook--opus
b0070-opus,fb-06741-closedbook--opus
b0070-opus,fb-03620-closedbook--opus
b0070-opus,fb-06247-closedbook--opus
b0070-opus,fb-04302-closedbook--opus
b0070-opus,fb-04458-closedbook--opus
b0070-opus,fb-10499-closedbook--opus
b0070-opus,fb-03031-closedbook--opus
b0071-opus,fb-04080-closedbook--opus
b0071-opus,fb-04481-closedbook--opus
b0071-opus,fb-03849-closedbook--opus
b0071-opus,fb-04980-closedbook--opus
b0071-opus,fb-04784-closedbook--opus
b0071-opus,fb-03718-closedbook--opus
b0071-opus,fb-00859-closedbook--opus
b0071-opus,fb-00216-closedbook--opus
b0071-opus,fb-01482-closedbook--opus
b0071-opus,fb-00080-closedbook--opus
b0071-opus,fb-01328-closedbook--opus
b0071-opus,fb-03282-closedbook--opus
b0072-opus,fb-03531-closedbook--opus
b0072-opus,fb-04700-closedbook--opus
b0072-opus,fb-04171-closedbook--opus
b0072-opus,fb-00702-closedbook--opus
b0072-opus,fb-01476-closedbook--opus
b0072-opus,fb-01163-closedbook--opus
b0072-opus,fb-01911-closedbook--opus
b0072-opus,fb-00746-closedbook--opus
b0072-opus,fb-00724-closedbook--opus
b0072-opus,fb-00882-closedbook--opus
b0072-opus,fb-00407-closedbook--opus
b0072-opus,fb-00605-closedbook--opus
b0073-opus,fb-00705-closedbook--opus
b0073-opus,fb-00735-closedbook--opus
b0073-opus,fb-00603-closedbook--opus
b0073-opus,fb-00606-closedbook--opus
b0073-opus,fb-00566-closedbook--opus
b0073-opus,fb-00552-closedbook--opus
b0073-opus,fb-00283-closedbook--opus
b0073-opus,fb-02416-closedbook--opus
b0073-opus,fb-00601-closedbook--opus
b0073-opus,fb-00521-closedbook--opus
b0073-opus,fb-02024-closedbook--opus
b0073-opus,fb-01009-closedbook--opus
b0074-opus,fb-00382-closedbook--opus
b0074-opus,fb-01912-closedbook--opus
b0074-opus,fb-01474-closedbook--opus
b0074-opus,fb-02419-closedbook--opus
b0074-opus,fb-01254-closedbook--opus
b0074-opus,fb-00215-closedbook--opus
b0074-opus,fb-00302-closedbook--opus
e0075-sonnet,fb-00288-oracle--sonnet
e0075-sonnet,fb-01198-oracle--sonnet
e0075-sonnet,fb-01279-oracle--sonnet
e0075-sonnet,fb-01865-oracle--sonnet
e0075-sonnet,fb-00438-oracle--sonnet
e0075-sonnet,fb-01107-oracle--sonnet
e0075-sonnet,fb-01491-oracle--sonnet
e0075-sonnet,fb-01930-oracle--sonnet
e0075-sonnet,fb-01077-oracle--sonnet
e0075-sonnet,fb-08135-oracle--sonnet
e0075-sonnet,fb-10285-oracle--sonnet
e0076-sonnet,fb-00464-oracle--sonnet
e0076-sonnet,fb-00476-oracle--sonnet
e0076-sonnet,fb-04103-oracle--sonnet
e0076-sonnet,fb-10130-oracle--sonnet
e0076-sonnet,fb-02981-oracle--sonnet
e0076-sonnet,fb-00807-oracle--sonnet
e0076-sonnet,fb-04854-oracle--sonnet
e0076-sonnet,fb-05915-oracle--sonnet
e0076-sonnet,fb-00651-oracle--sonnet
e0076-sonnet,fb-00494-oracle--sonnet
e0076-sonnet,fb-01981-oracle--sonnet
e0077-sonnet,fb-01490-oracle--sonnet
e0077-sonnet,fb-02608-oracle--sonnet
e0077-sonnet,fb-05718-oracle--sonnet
e0077-sonnet,fb-04660-oracle--sonnet
e0077-sonnet,fb-03473-oracle--sonnet
e0077-sonnet,fb-03069-oracle--sonnet
e0077-sonnet,fb-02987-oracle--sonnet
e0077-sonnet,fb-03029-oracle--sonnet
